Race_ID,Horse,Predicted_Probability
3827,Pilgrim Of Culture,0.04442270092844345
3827,Yakhabar,0.04442270092844345
3827,Mr Nugget,0.07006803328166036
3827,Khangai,0.22267288732868049
3827,Coloane,0.18037705886510183
3828,Palmar Bay,0.13425388628725843
3828,Lattaash,0.12127490836416754
3828,Newsreader,0.04727518950389256
3828,How Impressive,0.06423693776366865
3828,Billy Mill,0.04727518950389256
3828,Ziggy's Condor,0.09943820611407189
3828,Judgment Call,0.07456727038932914
3828,Perennial,0.06423693776366865
3828,So Quiet,0.16111941671902738
3828,Legal Reform,0.04727518950389256
3828,Federal Envoy,0.07456727038932914
3828,Beauty Choice,0.06447959769780158
3829,Foro Romano,0.02443058257125421
3829,Rock Diva,0.06048718639629437
3829,Brightandbeautiful,0.12722820090736517
3829,Minelone,0.06048718639629437
3829,Cosmic Force,0.09999690176578878
3829,Whizz By,0.24560642538965663
3829,Empowered Queen,0.12722820090736517
3829,Bantz,0.09999690176578878
3829,The Outlaw,0.08218923432804556
3829,Desert Eye,0.07234917957214691
3830,Style Of Life,0.10554898037328418
3830,Rapido Girl,0.17166302126748023
3830,Liv My Life,0.06691740254184915
3830,Bella Kopella,0.10554898037328418
3830,Autumn Rose,0.1407534594023536
3830,Beveragino,0.11062728037237617
3830,Just Rita,0.09127001372516981
3830,Lockdown Lass,0.06691740254184915
3830,Starsong,0.1407534594023536
3831,Jack Daniel,0.022674009036350955
3831,Joolianoss,0.12967990504297763
3831,Al Suil Eile,0.04035089764040267
3831,Elterwater,0.15942317840748055
3831,Union Island,0.19132533311957084
3831,Mr Fustic,0.0448215936857882
3831,War Memorial,0.04035089764040267
3831,Commander Crouch,0.22794717614402912
3831,Mykonos St John,0.06714723018196207
3831,Kodebreaker,0.07627977910103519
3832,Mercurius Power,0.06414682477571067
3832,Distinction,0.06414682477571067
3832,Tea Sea,0.13492585118215472
3832,Embarked,0.06414682477571067
3832,Drifts Away,0.1645556660515571
3832,Timebar,0.07672650062237403
3832,Devasboy,0.13492585118215472
3832,Billy McGarry,0.06414682477571067
3832,Anif,0.0871619053058476
3832,Jaamir,0.1451169265530691
5730,Line Of Force,0.1457015400546795
5730,Art Market,0.25717747886369496
5730,Blewburton,0.13161586161343275
5730,Misty Sky,0.20832764060449782
5730,Choreographic,0.25717747886369496
5731,Wadacre Gomez,0.04991009621469771
5731,Barenboim,0.0680734008420484
5731,Moon Over Miami,0.10498044506329535
5731,Arqoob,0.07872331509728504
5731,Gaassee,0.0680734008420484
5731,Old Harrovian,0.10498044506329535
5731,Asgard's Captain,0.2501789625282112
5731,In The Breeze,0.10498044506329535
5731,Glen Buck,0.17009948928582314
5732,Dubai Magic,0.07352325379361475
5732,Miakoda,0.2985389902078915
5732,Woodhay Whisper,0.07352325379361475
5732,Kensington Hope,0.07352325379361475
5732,Until Dawn,0.07352325379361475
5732,Frankies Dream,0.11596840548001032
5732,The Last Time,0.08260544874684377
5732,Cuban Lynx,0.20879414039079533
5733,Just Ten High,0.2073171910187369
5733,Eldeyaar,0.05105743286810041
5733,King's Crown,0.10739374260520987
5733,Raft Up,0.06963827676558662
5733,Due Date,0.05105743286810041
5733,Three Beauz,0.1740097478023201
5733,Bomb Squad,0.10739374260520987
5733,Laura's Breeze,0.1309774864441035
5733,She'Sashambles,0.08053301196703154
5733,Next Second,0.020621935055600685
5734,Rogue De Vega,0.21045433453805432
5734,Radiant Angel,0.05916892867339168
5734,Sir Maxi,0.1558778078916663
5734,Stars Away,0.029931930417661047
5734,Motagally,0.029931930417661047
5734,Beneficiary,0.12251448760608159
5734,Fircombe Hall,0.17119027729469313
5734,Midnightattheoasis,0.029931930417661047
5734,Ben Dikduk,0.07410786251590522
5734,Fantasy Navigator,0.11689051022722456
5735,Roaring Legend,0.2617559625919711
5735,Parramount,0.13395899478140164
5735,Lexington Knight,0.10983840197105997
5735,Optician,0.17797082178479548
5735,Wonder,0.21203645957601974
5735,Saligo Bay,0.052219679647376074
5735,Warrior Lion,0.052219679647376074
5736,Rebel Empire,0.23463038581592405
5736,Many A Star,0.07383067547856545
5736,Royal Pleasure,0.04680819287370695
5736,Last Outlaw,0.10812762972341268
5736,Hiatus,0.09845592962498134
5736,Antiphon,0.06384265144424679
5736,Ormolulu,0.19006327811876977
5736,Papa Cocktail,0.07383067547856545
5736,Tyke,0.04680819287370695
5736,Glendown,0.0636023885681206
5737,Angel Of Antrim,0.33849762584836274
5737,Rosenpur,0.11824622451773613
5737,Guiteau,0.0698170533821419
5737,Dan Dee Prince,0.05118850841336244
5737,Thomas Equinas,0.10766944572185644
5737,Circles,0.10766944572185644
5737,First Dynasty,0.020674876052237823
5737,Ignac Lamar,0.14536707858518647
5737,Cable Beach,0.0408697417572597
5738,What What What,0.11965726595798992
5738,Grey Operations,0.11416444816873926
5738,Ceira G,0.09871995650205878
5738,Kaleidoscope Eyes,0.11965726595798992
5738,Andalseeyagraham,0.02923387289622332
5738,Followeroffashion,0.05202489824260431
5738,Miss Pocket Rocket,0.02923387289622332
5738,Black Sky,0.0723795559848845
5738,General Gordon,0.05778902049107468
5738,Cuda Been A Rowlex,0.11416444816873926
5738,Tango In Paris,0.02923387289622332
5738,A Fine Claret,0.16374152183724938
5739,Split Elevens,0.12583243503445407
5739,Nights Over Egypt,0.10381461095317605
5739,Lion's Dream,0.10342391920640058
5739,Reputation,0.07611485774284865
5739,City Cyclone,0.2594084045325668
5739,American Rose,0.12005614863773295
5739,Plumette,0.12583243503445407
5739,Midnight Flame,0.08551718885836683
5740,Noble Order,0.11210844403829087
5740,Diamondonthehill,0.017651072065188175
5740,Cynosure,0.21905997228343718
5740,Vibrato,0.21905997228343718
5740,Smart Hero,0.21905997228343718
5740,Urban Sprawl,0.11210844403829087
5740,Island Bandit,0.10095212300791849
5741,Crafter,0.12674609006861057
5741,Capuchinero,0.07793128930311209
5741,Covert Legend,0.04940795674632238
5741,Cerulean Summer,0.11177374492600278
5741,Overlooked,0.12674609006861057
5741,Masqool,0.1683881388056823
5741,Tasmanian Legend,0.035513397217291846
5741,Green Power,0.04940795674632238
5741,Molly Valentine,0.12674609006861057
5741,Have You A Minute,0.07793128930311209
5741,The Pug,0.04940795674632238
9470,Lequinto,0.1606032772250977
9470,Em Jay Kay,0.13135744808496805
9470,Royal Musketeer,0.06952477545037723
9470,Hallowed Time,0.06952477545037723
9470,Classy Clarets,0.23694862750711543
9470,Haworth Star,0.04997294220623784
9470,Professor Tickle,0.06952477545037723
9470,Not Just Yet,0.11493776707434704
9470,Good Karma,0.06952477545037723
9470,Kipp Kelly,0.028080836100725055
9471,Enola Grey,0.1784010953159391
9471,Samra Star,0.2623888003863514
9471,Radiant Beauty,0.2623888003863514
9471,Jazzy Angel,0.11842020859541912
9471,Noisy Music,0.1784010953159391
9472,Golden Mind,0.09254581730551868
9472,Bobby Bennu,0.280343469966425
9472,Brewing,0.11413984134347305
9472,Society Man,0.027885892156366623
9472,Royal Zabeel,0.19606843911762245
9472,Havanagreattime,0.14522256599504382
9472,Street Kid,0.049626017975423056
9472,Brasil Power,0.09416795614012735
9473,Mesaafi,0.13507488676614934
9473,Where's Freddy,0.13507488676614934
9473,Havana Force,0.23743030191234368
9473,The Caribbean,0.058473596141126016
9473,Eden Storm,0.023617299859255276
9473,Evocative Spark,0.023617299859255276
9473,Fools Rush In,0.12299283337264104
9473,Harbour Vision,0.058473596141126016
9473,Flatley,0.039189750605222756
9473,Circles,0.16605554857673122
9474,Thismydream,0.09705019470224734
9474,Basholo,0.07115531904279922
9474,Alafdhal,0.09705019470224734
9474,So Obsessed,0.11223345628824002
9474,Maharajas Express,0.14966745464886655
9474,Soldiers Design,0.056811569707225264
9474,Apache Star,0.13443813470213978
9474,Sir Benedict,0.07115531904279922
9474,Gustav Graves,0.09705019470224734
9474,Himawari,0.0163379677589406
9474,Buraback,0.09705019470224734
9475,Starfighter,0.16137198121119772
9475,Virtual Hug,0.0917652718760263
9475,Ocean Ridge,0.17722416413719583
9475,The Resdev Way,0.12101051121571144
9475,Villazon,0.10463986464376436
9475,Abstract,0.030986931227122497
9475,Muhalhel,0.0917652718760263
9475,Pittsburg,0.030986931227122497
9475,Where Is The Love,0.1902490725858331
9476,Smokey Malone,0.0650096713656999
9476,Enzos Angel,0.17126497456425985
9476,Wannabeawallaby,0.11105486604373631
9476,Orange Martini,0.0
9476,Desiderata,0.231228914103334
9476,Walk The Moon,0.11105486604373631
9476,High Court Judge,0.2775001066947813
9476,This Time Maybe,0.032886601184452385
11322,Ellexis,0.14759287763925324
11322,Sid's Annie,0.07016901785030406
11322,Kingmont,0.1992686532242808
11322,Caramay,0.2849192146978751
11322,Silk Bird,0.02834104356093318
11322,Disclosure,0.17400423469048804
11322,Equuleus Star,0.09570495833686558
11323,Ravenglass,0.12384327086552614
11323,Centurion Dream,0.02378060236014301
11323,Forever Proud,0.23907202058128038
11323,Doctor Awtaad,0.07042431614022213
11323,Al Shabab,0.13600886596561299
11323,Boujee Gold,0.15103934305196656
11323,Northern Cracksman,0.09286827493584263
11323,Glencalvie,0.08030479023151804
11323,Evasive Power,0.05887791350774501
11323,Melsmay,0.02378060236014301
11324,Just A Spark,0.09794886665530028
11324,Tiger Crusade,0.14344957183287602
11324,Power Over Me,0.0846980650346184
11324,Lir Speciale,0.130618427364391
11324,Pure Angel,0.09794886665530028
11324,Lady Dreamer,0.1593023288364261
11324,Monsieur Kodi,0.14344957183287602
11324,Mojomaker,0.09794886665530028
11324,That's For Sure,0.044635435132911655
11325,Le Rouge Chinois,0.06893762847248879
11325,Green Team,0.11396710068749741
11325,It's A Love Thing,0.04620287865709355
11325,Lawmans Blis,0.15924695887310245
11325,Hill Station,0.14500278435686054
11325,Dark Mystery,0.17684550106680633
11325,Blue Sky Boy,0.0940254411837014
11325,Alfheim,0.19577170670244956
11326,Anamika,0.06934188688626294
11326,Till It Shines,0.035078149627581746
11326,Artificer,0.0868492828106847
11326,Pessoa,0.35264893557843524
11326,Heavenly Fire,0.136987583178919
11326,Speed Court,0.035078149627581746
11326,Too Much Too Young,0.0868492828106847
11326,Porfin,0.035078149627581746
11326,The Toff,0.058207498053969534
11326,Perfect Curves,0.10388108179829875
11327,Silky Robin,0.14874253672924198
11327,Bossy Parker,0.11690641483280774
11327,Salaamaat,0.02856180311837763
11327,Lady Ava,0.02856180311837763
11327,Heerathetrack,0.11153987373787237
11327,Concert Boy,0.08458345259221231
11327,Ash Wednesday,0.24100707057840365
11327,Brave Display,0.05646048443629919
11327,Quick Away,0.07071559198380906
11327,Kenstone,0.05646048443629919
11327,Gypsy Nation,0.05646048443629919
13230,Fiorella Princess,0.10178490465833064
13230,Dandy Magic,0.1964896651329793
13230,Blinky,0.16492176508634024
13230,Star Chorus,0.12413694361233793
13230,Oakley Boy,0.1964896651329793
13230,Fallen Soldier,0.10178490465833064
13230,Startling,0.06600128824276413
13230,Atherstone Beau,0.04839086347593782
13231,Illucidate,0.15773173028976675
13231,Percy Willis,0.3422682697102333
13231,Humble Spark,0.3422682697102333
13231,Show No Fear,0.15773173028976675
13232,Rhythm N Hooves,0.15830871308666972
13232,Mondammej,0.18903126876864784
13232,Sugar Hill Babe,0.11037656586462397
13232,Dark Kestrel,0.14719122276173013
13232,Our Absent Friends,0.1322138702701857
13232,Strong Johnson,0.14719122276173013
13232,Parisiac,0.11568713648641248
13233,Powerful Response,0.1672545570492718
13233,Kalikapour,0.20072384808077992
13233,Parish Councillor,0.12388090637314925
13233,Russian Virtue,0.08032919455743584
13233,Annandale,0.12388090637314925
13233,Sandret,0.09736604571082608
13233,Burglar's Dream,0.12388090637314925
13233,Racing Vicar,0.05889580628582787
13233,Dundory,0.023787829196410752
13234,Red Maids,0.08485103479313058
13234,Beattie Is Back,0.11856289373450907
13234,King's School,0.11856289373450907
13234,Commander Of Life,0.17492367172737688
13234,Starliner,0.0700040268918847
13234,Barnaby,0.05132559376161052
13234,Petra Celera,0.0700040268918847
13234,William Dewhirst,0.17492367172737688
13234,Alreet Cha,0.11611194234849449
13234,Homer Stokes,0.02073024438922314
13235,Ahamoment,0.08028693461736672
13235,Wyvern,0.10706558938076949
13235,Rebecca's Girl,0.2551480712203372
13235,Drafted,0.13749966759140217
13235,Tasever,0.08028693461736672
13235,Belle Flora,0.05090142134619167
13235,Drakeholes,0.06942548946056547
13235,Pallas Lord,0.05090142134619167
13235,Keep Me Stable,0.11758304907361726
13235,Marcello Si,0.05090142134619167
13236,Tyger Bay,0.09242172247212242
13236,Above,0.07991864865678551
13236,Hierarchy,0.058594802000034196
13236,Grenham Bay,0.29371185162327174
13236,Gundogan,0.06583291222437224
13236,First Company,0.023666254520905025
13236,Mighty Gurkha,0.023666254520905025
13236,Big R,0.12324777668025809
13236,Roach Power,0.023666254520905025
13236,Runaround Sioux,0.13535487412365518
13236,Man On A Mission,0.07991864865678551
13237,Saturnalia,0.060761681420853156
13237,Timetobenice,0.09583954660712618
13237,Monopolise,0.1403603981844058
13237,Mond,0.024541450240299776
13237,Clipsham La Habana,0.060761681420853156
13237,Drumstick,0.1403603981844058
13237,Bernadine,0.060761681420853156
13237,Beauty Generation,0.1403603981844058
13237,Profitman,0.1558717674893713
13237,Night Arc,0.024541450240299776
13237,Shamardal Star,0.09583954660712618
13237,Taskheer,0.0
13238,Beccali,0.378431225151656
13238,Molveno,0.3093072049407882
13238,Hippocratic Oath,0.2505555327472444
13238,Northwest Passage,0.061706037160311436
13239,Robusto,0.0725233805219601
13239,Zoran,0.15254502279336488
13239,Jack McNamara,0.24716822694551366
13239,Golden Flame,0.08148206293305948
13239,Haaland,0.08674576208894189
13239,Poncho,0.08674576208894189
13239,The Craftymaster,0.08674576208894189
13239,Francesco Baracca,0.18604402053927624
15087,Knockbrex,0.28397074655161825
15087,Vibrato,0.1930749031509686
15087,Epsom Faithfull,0.14532786714271312
15087,Hitched,0.28397074655161825
15087,No Surrender,0.09365573660308178
15088,Douglas Dc,0.14510978970165656
15088,Paradoxical,0.15807166634167383
15088,Seraphic,0.09229905615586917
15088,Another Beautiful,0.05851703231212234
15088,Kojin,0.09673985980110437
15088,Forge Valley Lad,0.13517522497460713
15088,Moon Over The Sea,0.15807166634167383
15088,Lost In Time,0.13238086078045863
15088,Hello Sweety,0.023634843590834263
15089,Tadreeb,0.3222803042463091
15089,Fools Rush In,0.39430355462145356
15089,Poetic Force,0.21912200212675828
15089,Go Wild,0.06429413900547902
15090,Brosay,0.11986815628219312
15090,Ardennes,0.11986815628219312
15090,Dream Voyage,0.04672681167242363
15090,Amerjeet,0.10793963792414472
15090,Sergio Parisse,0.18973283216596648
15090,Carbine Harvester,0.23422245503537056
15090,Berkshire Kameo,0.10793963792414472
15090,Rock N Roll Rocket,0.07370231271356369
15091,Bowood,0.27724433711323904
15091,Orbaan,0.08723992252962633
15091,Invincible Aura,0.18850154175145992
15091,Master Of Combat,0.27724433711323904
15091,Starshiba,0.15707023440511725
15091,Forca Timao,0.012699627087318505
15092,Sparkling Belle,0.02001120964081965
15092,Harlington,0.2483506391615466
15092,Come On John,0.20117742396318264
15092,Dubai Harbour,0.20117742396318264
15092,Star Of Sussex,0.0113761043312514
15092,Villalobos,0.02001120964081965
15092,Init Together,0.2483506391615466
15092,Laurentia,0.049545350137650886
15093,Send In The Clouds,0.03298169007555528
15093,Major Major,0.20706460474805827
15093,Royal Observatory,0.20706460474805827
15093,Forever Proud,0.20706460474805827
15093,Cracking Filly,0.1407855527134653
15093,Naughty Niall,0.1115874174028783
15093,Danehill Star,0.0934515255639263
15094,Shades Of May,0.11003594815523234
15094,Time Patrol,0.2541846956257285
15094,Comedian Leader,0.11003594815523234
15094,Q Twenty Boy,0.08785449946702513
15094,Zina Colada,0.04444317015508165
15094,Wild Eyed Girl,0.04444317015508165
15094,Captain Dandy,0.04444317015508165
15094,Lucy Lockett,0.11003594815523234
15094,Jazz State,0.04444317015508165
15094,Lord Danielson,0.15008027982122282
15095,Black Smoke,0.09920153583361128
15095,Foinix,0.025402348420968685
15095,Carlton,0.1786063998560007
15095,Alex The Great,0.1422808125168667
15095,Meisterzinger,0.06289316185405502
15095,Oscar Doodle,0.025402348420968685
15095,Mamdoh,0.21434730690410805
15095,Zooks,0.1422808125168667
15095,Rogue Raider,0.014440894432801641
15095,Lumberjack,0.03225121738969747
15095,Leon Trotsky,0.06289316185405502
15096,Made The Cut,0.09760162212224333
15096,Sopelana,0.04147197941527754
15096,The Outlaw,0.15873757638261404
15096,Khutulun,0.1429410199599521
15096,Rumseg,0.06187882642914427
15096,Montbeliarde,0.06187882642914427
15096,Tiny Rebel,0.02499266156281539
15096,Specified,0.13015536396848262
15096,Majestic Heights,0.0843977967308791
15096,Africa Charm,0.08408017744467226
15096,Kings Square,0.02499266156281539
15096,Perfect Ruby,0.06187882642914427
15096,Logical Lady,0.02499266156281539
15097,Once Adaay,0.0841989167687829
15097,Triggered,0.17531176063420018
15097,Zaltalla,0.09737162788471487
15097,Mammy,0.30944241631309466
15097,Adace,0.17531176063420018
15097,Rising Force,0.15836351776500715
15098,Boasty,0.0576613923419575
15098,Phone Tag,0.1479186047862468
15098,Auguste Lumiere,0.12128445124586605
15098,Bohemian Breeze,0.15576033183736956
15098,Solanna,0.3536261985391635
15098,Fihrayn,0.16374902124939664
16868,Corsican Caper,0.10801943510708677
16868,Liberated Lad,0.1424448137766142
16868,Zivaniya,0.12317447371345276
16868,Dark Agent,0.09030913335000926
16868,Breccia,0.1424448137766142
16868,Socialist Agenda,0.12317447371345276
16868,Bamboo Bay,0.10801943510708677
16868,Star Of Markinch,0.09030913335000926
16868,Typewritten,0.0721042881056741
16869,Polemon,0.0599758181886148
16869,Brosna Town,0.07511847498769349
16869,Autocrat,0.11848455171565603
16869,Eighty Eight,0.1927012089467867
16869,Bambeano,0.07511847498769349
16869,Jazz Forever,0.12418522354348475
16869,Rockview Consort,0.11848455171565603
16869,Rhythm And Tyne,0.1580035210263087
16869,Nika Pika,0.030340113586866536
16869,Saga Des Aigles,0.01724794771437288
16869,Figurehead,0.030340113586866536
16870,Bansha Belle,0.12135984777296799
16870,Lyle The Crocodile,0.13328148678569443
16870,Tomarlo,0.28921272709519336
16870,Weegeebear,0.07839828666516173
16870,Endless Dawn,0.023303731096622773
16870,Hooz In Court,0.07869444217538069
16870,Movin And Groovin,0.23427792097016165
16870,Drish Samphire,0.04147155743881743
16871,Clarita,0.2032105471872305
16871,Sayifyouwill,0.15971635989452504
16871,Current Option,0.13176961695740508
16871,Benavente,0.03902084614103813
16871,Duplantis,0.03902084614103813
16871,Nezeeh,0.0966109255475248
16871,Shoot To Kill,0.1523846458039573
16871,Ransom,0.03902084614103813
16871,May Night,0.0
16871,Superior Force,0.03902084614103813
16871,Ivasecret,0.022182827763128476
16871,Nikki Swango,0.03902084614103813
16871,Is That Love,0.03902084614103813
16872,Thunder Star,0.1440380709511881
16872,Dicko The Legend,0.17286151350087087
16872,Darlo Pride,0.17286151350087087
16872,Mumayaz,0.13011320818066066
16872,Sugar Baby,0.05072052130709008
16872,Ramon Di Loria,0.06917875619799808
16872,Gustav Graves,0.13011320818066066
16872,Oriental Prince,0.13011320818066066
16873,Beneficiary,0.21182317802260522
16873,Desert Master,0.12577001195092186
16873,Travel Candy,0.06718016649260619
16873,Three Beauz,0.13812487814942048
16873,Beaumadier,0.12577001195092186
16873,Phoenix Star,0.09431311016668052
16873,Gidwa,0.07151997052959624
16873,Stroxx,0.05979393013250718
16873,Rockley Point,0.08155416403771504
16873,The Princes Poet,0.024150578567025478
16874,Beauty Bella,0.1350144694786336
16874,Arthur Rose,0.07903522468762045
16874,Golden Days,0.15613714743180465
16874,Storm Eric,0.09898998843455166
16874,Eagles Whistle,0.03998174208886613
16874,Villemacho,0.07903522468762045
16874,Zahee,0.03998174208886613
16874,Eastern Capital,0.022729084223890847
16874,Phoenix Princess,0.03998174208886613
16874,Rhasidat,0.03998174208886613
16874,Roderick,0.09898998843455166
16874,Royal Tribute,0.09898998843455166
16874,Turbo Sprint,0.07115191583131049
16875,Nevernay,0.07415009374310308
16875,Tomorrow Day,0.19021702331090237
16875,The Gay Blade,0.11695712164370715
16875,Spartan Fighter,0.10113482915633552
16875,Sir Maxi,0.17128783206484924
16875,Fircombe Hall,0.1559666366730762
16875,Ben Dikduk,0.10113482915633552
16875,Sacred Melody,0.02994898747626489
16875,Dodgy Bob,0.059202646775426054
16876,Free Solo,0.07700994583860378
16876,Latin,0.038957209332497515
16876,Higher Kingdom,0.20287914302859061
16876,Camachero,0.038957209332497515
16876,Bungle Inthedesert,0.038957209332497515
16876,Reclaim,0.24743155011835374
16876,Cousin Shay,0.13155472162029525
16876,Hialeah,0.07700994583860378
16876,Aljadel,0.038957209332497515
16876,Deuteronomy,0.038957209332497515
16876,Jackandthefox,0.0
16876,L'immortale,0.0693286468930653
16877,Fortunate Star,0.32103771231706146
16877,Captain Vallo,0.18188096915367266
16877,King Of The Jungle,0.21827714990409436
16877,Eldeyaar,0.025868075014725312
16877,Sirius White,0.1010202965487063
16877,My Boy Jack,0.10588070704303085
16877,Parson's Meadow,0.04603509001870906
16877,Captain Bentley,0.0
18750,Tradesman,0.09333626957277676
18750,Alright Sunshine,0.023900440855854257
18750,Haliphon,0.0807094732212089
18750,Star Legend,0.023900440855854257
18750,Addosh,0.05917461922102042
18750,Delta Legend,0.12446735897985245
18750,Blue Sky Boy,0.09782697688241036
